'Request type'	'Load'	'Bucket'	'Start time'	'Absolute'	'Percent of requests'	'End time'	'Absolute'	'Percent of requests'	'Residence time'	'Absolute'	'Percent of requests'	'Theor. think time'	'Absolute'	'Percent of requests'	'Actual think time'	'Absolute'	'Percent of requests'
CassandraWriteRequest	200	0	1499.0	200	0.1695604991861096	1499.0	7	0.0059346174715138355	9.0	105490	89.4346852957135	3.5	117952	100.0	3.5	117952	100.0
CassandraWriteRequest	200	1	4497.0	407	0.345055615843733	4497.0	600	0.5086814975583288	27.0	7282	6.17369777536625	10.5	0	0.0	10.5	0	0.0
CassandraWriteRequest	200	2	7495.0	590	0.5002034725990233	7495.0	589	0.49935567010309273	45.0	2077	1.760885784047748	17.5	0	0.0	17.5	0	0.0
CassandraWriteRequest	200	3	10493.0	585	0.49596446011937056	10493.0	583	0.49426885512750945	63.0	851	0.7214799240368963	24.5	0	0.0	24.5	0	0.0
CassandraWriteRequest	200	4	13491.0	565	0.4790084102007596	13491.0	568	0.48155181768855126	81.0	558	0.47307379272924577	31.5	0	0.0	31.5	0	0.0
CassandraWriteRequest	200	5	16489.0	595	0.5044424850786761	16489.0	595	0.5044424850786761	99.0	413	0.3501424308193163	38.5	0	0.0	38.5	0	0.0
CassandraWriteRequest	200	6	19487.0	600	0.5086814975583288	19487.0	600	0.5086814975583288	117.0	299	0.2534929462832338	45.5	0	0.0	45.5	0	0.0
CassandraWriteRequest	200	7	22485.0	600	0.5086814975583288	22485.0	600	0.5086814975583288	135.0	184	0.15599565925122083	52.5	0	0.0	52.5	0	0.0
CassandraWriteRequest	200	8	25483.0	600	0.5086814975583288	25483.0	600	0.5086814975583288	153.0	155	0.13140938686923492	59.5	0	0.0	59.5	0	0.0
CassandraWriteRequest	200	9	28481.0	594	0.5035946825827455	28481.0	592	0.5018990775908844	171.0	101	0.08562805208898534	66.5	0	0.0	66.5	0	0.0
CassandraWriteRequest	200	10	31479.0	528	0.44763971785132933	31479.0	524	0.4442485078676071	189.0	76	0.06443298969072164	73.5	0	0.0	73.5	0	0.0
CassandraWriteRequest	200	11	34477.0	587	0.4976600651112317	34477.0	593	0.5027468800868149	207.0	88	0.07460661964188822	80.5	0	0.0	80.5	0	0.0
CassandraWriteRequest	200	12	37475.0	592	0.5018990775908844	37475.0	592	0.5018990775908844	225.0	45	0.03815111231687466	87.5	0	0.0	87.5	0	0.0
CassandraWriteRequest	200	13	40473.0	600	0.5086814975583288	40473.0	599	0.5078336950623983	243.0	42	0.035607704829083014	94.5	0	0.0	94.5	0	0.0
CassandraWriteRequest	200	14	43471.0	584	0.49511665762344004	43471.0	585	0.49596446011937056	261.0	40	0.03391209983722192	101.5	0	0.0	101.5	0	0.0
CassandraWriteRequest	200	15	46469.0	600	0.5086814975583288	46469.0	600	0.5086814975583288	279.0	24	0.020347259902333152	108.5	0	0.0	108.5	0	0.0
CassandraWriteRequest	200	16	49467.0	596	0.5052902875746066	49467.0	595	0.5044424850786761	297.0	14	0.011869234943027671	115.5	0	0.0	115.5	0	0.0
CassandraWriteRequest	200	17	52465.0	594	0.5035946825827455	52465.0	591	0.5010512750949538	315.0	7	0.0059346174715138355	122.5	0	0.0	122.5	0	0.0
CassandraWriteRequest	200	18	55463.0	593	0.5027468800868149	55463.0	596	0.5052902875746066	333.0	3	0.002543407487791644	129.5	0	0.0	129.5	0	0.0
CassandraWriteRequest	200	19	58461.0	598	0.5069858925664676	58461.0	599	0.5078336950623983	351.0	2	0.001695604991861096	136.5	0	0.0	136.5	0	0.0
CassandraWriteRequest	200	20	61459.0	600	0.5086814975583288	61459.0	600	0.5086814975583288	369.0	1	8.47802495930548E-4	143.5	0	0.0	143.5	0	0.0
CassandraWriteRequest	200	21	64457.0	600	0.5086814975583288	64457.0	600	0.5086814975583288	387.0	0	0.0	150.5	0	0.0	150.5	0	0.0
CassandraWriteRequest	200	22	67455.0	600	0.5086814975583288	67455.0	600	0.5086814975583288	405.0	0	0.0	157.5	0	0.0	157.5	0	0.0
CassandraWriteRequest	200	23	70453.0	600	0.5086814975583288	70453.0	600	0.5086814975583288	423.0	0	0.0	164.5	0	0.0	164.5	0	0.0
CassandraWriteRequest	200	24	73451.0	600	0.5086814975583288	73451.0	555	0.47053038524145413	441.0	0	0.0	171.5	0	0.0	171.5	0	0.0
CassandraWriteRequest	200	25	76449.0	534	0.4527265328269126	76449.0	579	0.4908776451437873	459.0	0	0.0	178.5	0	0.0	178.5	0	0.0
CassandraWriteRequest	200	26	79447.0	592	0.5018990775908844	79447.0	592	0.5018990775908844	477.0	0	0.0	185.5	0	0.0	185.5	0	0.0
CassandraWriteRequest	200	27	82445.0	597	0.5061380900705371	82445.0	597	0.5061380900705371	495.0	0	0.0	192.5	0	0.0	192.5	0	0.0
CassandraWriteRequest	200	28	85443.0	595	0.5044424850786761	85443.0	591	0.5010512750949538	513.0	0	0.0	199.5	0	0.0	199.5	0	0.0
CassandraWriteRequest	200	29	88441.0	592	0.5018990775908844	88441.0	592	0.5018990775908844	531.0	0	0.0	206.5	0	0.0	206.5	0	0.0
CassandraWriteRequest	200	30	91439.0	589	0.49935567010309273	91439.0	592	0.5018990775908844	549.0	0	0.0	213.5	0	0.0	213.5	0	0.0
CassandraWriteRequest	200	31	94437.0	597	0.5061380900705371	94437.0	594	0.5035946825827455	567.0	0	0.0	220.5	0	0.0	220.5	0	0.0
CassandraWriteRequest	200	32	97435.0	595	0.5044424850786761	97435.0	599	0.5078336950623983	585.0	0	0.0	227.5	0	0.0	227.5	0	0.0
CassandraWriteRequest	200	33	100433.0	600	0.5086814975583288	100433.0	599	0.5078336950623983	603.0	0	0.0	234.5	0	0.0	234.5	0	0.0
CassandraWriteRequest	200	34	103431.0	598	0.5069858925664676	103431.0	599	0.5078336950623983	621.0	0	0.0	241.5	0	0.0	241.5	0	0.0
CassandraWriteRequest	200	35	106429.0	600	0.5086814975583288	106429.0	600	0.5086814975583288	639.0	0	0.0	248.5	0	0.0	248.5	0	0.0
CassandraWriteRequest	200	36	109427.0	597	0.5061380900705371	109427.0	597	0.5061380900705371	657.0	0	0.0	255.5	0	0.0	255.5	0	0.0
CassandraWriteRequest	200	37	112425.0	596	0.5052902875746066	112425.0	592	0.5018990775908844	675.0	0	0.0	262.5	0	0.0	262.5	0	0.0
CassandraWriteRequest	200	38	115423.0	596	0.5052902875746066	115423.0	600	0.5086814975583288	693.0	0	0.0	269.5	0	0.0	269.5	0	0.0
CassandraWriteRequest	200	39	118421.0	593	0.5027468800868149	118421.0	593	0.5027468800868149	711.0	0	0.0	276.5	0	0.0	276.5	0	0.0
CassandraWriteRequest	200	40	121419.0	597	0.5061380900705371	121419.0	595	0.5044424850786761	729.0	0	0.0	283.5	0	0.0	283.5	0	0.0
CassandraWriteRequest	200	41	124417.0	588	0.4985078676071622	124417.0	584	0.49511665762344004	747.0	0	0.0	290.5	0	0.0	290.5	0	0.0
CassandraWriteRequest	200	42	127415.0	582	0.4934210526315789	127415.0	582	0.4934210526315789	765.0	0	0.0	297.5	0	0.0	297.5	0	0.0
CassandraWriteRequest	200	43	130413.0	588	0.4985078676071622	130413.0	590	0.5002034725990233	783.0	0	0.0	304.5	0	0.0	304.5	0	0.0
CassandraWriteRequest	200	44	133411.0	578	0.4900298426478567	133411.0	575	0.48748643516006507	801.0	0	0.0	311.5	0	0.0	311.5	0	0.0
CassandraWriteRequest	200	45	136409.0	583	0.49426885512750945	136409.0	590	0.5002034725990233	819.0	0	0.0	318.5	0	0.0	318.5	0	0.0
CassandraWriteRequest	200	46	139407.0	600	0.5086814975583288	139407.0	600	0.5086814975583288	837.0	0	0.0	325.5	0	0.0	325.5	0	0.0
CassandraWriteRequest	200	47	142405.0	600	0.5086814975583288	142405.0	597	0.5061380900705371	855.0	0	0.0	332.5	0	0.0	332.5	0	0.0
CassandraWriteRequest	200	48	145403.0	597	0.5061380900705371	145403.0	600	0.5086814975583288	873.0	0	0.0	339.5	0	0.0	339.5	0	0.0
CassandraWriteRequest	200	49	148401.0	599	0.5078336950623983	148401.0	599	0.5078336950623983	891.0	0	0.0	346.5	0	0.0	346.5	0	0.0
