'Request type'	'Load'	'Bucket'	'Start time'	'Absolute'	'Percent of requests'	'End time'	'Absolute'	'Percent of requests'	'Residence time'	'Absolute'	'Percent of requests'	'Theor. think time'	'Absolute'	'Percent of requests'	'Actual think time'	'Absolute'	'Percent of requests'
CassandraWriteRequest	450	0	1499.5	256	0.10479777304732274	1499.5	0	0.0	28.0	141070	57.74930407728836	28.5	244280	100.0	28.5	244280	100.0
CassandraWriteRequest	450	1	4498.5	0	0.0	4498.5	0	0.0	84.0	46608	19.079744555428196	85.5	0	0.0	85.5	0	0.0
CassandraWriteRequest	450	2	7497.5	84	0.03438676928115277	7497.5	84	0.03438676928115277	140.0	21176	8.668740789258228	142.5	0	0.0	142.5	0	0.0
CassandraWriteRequest	450	3	10496.5	361	0.14778123464876372	10496.5	589	0.24111675126903553	196.0	12397	5.074914033076797	199.5	0	0.0	199.5	0	0.0
CassandraWriteRequest	450	4	13495.5	1067	0.43679384313083347	13495.5	998	0.4085475683641722	252.0	7755	3.17463566399214	256.5	0	0.0	256.5	0	0.0
CassandraWriteRequest	450	5	16494.5	1173	0.48018667103324053	16494.5	1169	0.4785492058293761	308.0	5126	2.0984116587522514	313.5	0	0.0	313.5	0	0.0
CassandraWriteRequest	450	6	19493.5	1159	0.4744555428197151	19493.5	1239	0.5072048468970034	364.0	3337	1.3660553463238905	370.5	0	0.0	370.5	0	0.0
CassandraWriteRequest	450	7	22492.5	1229	0.5031111838873423	22492.5	1190	0.4871458981496643	420.0	2217	0.9075650892418535	427.5	0	0.0	427.5	0	0.0
CassandraWriteRequest	450	8	25491.5	1007	0.4122318650728672	25491.5	1033	0.4228753888979859	476.0	1451	0.5939905027018175	484.5	0	0.0	484.5	0	0.0
CassandraWriteRequest	450	9	28490.5	1123	0.4597183559849353	28490.5	1022	0.41837235958735874	532.0	994	0.40691010316030785	541.5	0	0.0	541.5	0	0.0
CassandraWriteRequest	450	10	31489.5	1114	0.45603405927624036	31489.5	1186	0.4855084329457999	588.0	665	0.2722285901424595	598.5	0	0.0	598.5	0	0.0
CassandraWriteRequest	450	11	34488.5	1171	0.4793679384313083	34488.5	1209	0.4949238578680203	644.0	408	0.1670214507941706	655.5	0	0.0	655.5	0	0.0
CassandraWriteRequest	450	12	37487.5	1239	0.5072048468970034	37487.5	1229	0.5031111838873423	700.0	275	0.11257573276567873	712.5	0	0.0	712.5	0	0.0
CassandraWriteRequest	450	13	40486.5	1221	0.4998362534796135	40486.5	1183	0.48428033404290155	756.0	151	0.06181431144588177	769.5	0	0.0	769.5	0	0.0
