Time;Usage default  upgradeplanner;Limit default  backend-v1
2020-05-25T15:34:00.000Z;35;100
2020-05-25T15:34:15.000Z;null;null
2020-05-25T15:34:30.000Z;null;null
2020-05-25T15:34:45.000Z;null;null
2020-05-25T15:35:00.000Z;19;0
2020-05-25T15:35:15.000Z;null;null
2020-05-25T15:35:30.000Z;null;null
2020-05-25T15:35:45.000Z;null;null
2020-05-25T15:36:00.000Z;3;0
2020-05-25T15:36:15.000Z;null;null
2020-05-25T15:36:30.000Z;null;null
2020-05-25T15:36:45.000Z;null;null
2020-05-25T15:37:00.000Z;3;0
2020-05-25T15:37:15.000Z;null;null
2020-05-25T15:37:30.000Z;null;null
2020-05-25T15:37:45.000Z;null;null
2020-05-25T15:38:00.000Z;null;null
2020-05-25T15:38:15.000Z;null;null
2020-05-25T15:38:30.000Z;null;null
2020-05-25T15:38:45.000Z;null;null
2020-05-25T15:39:00.000Z;null;1300
2020-05-25T15:39:15.000Z;null;null
2020-05-25T15:39:30.000Z;null;null
2020-05-25T15:39:45.000Z;null;null
2020-05-25T15:40:00.000Z;2;1300
2020-05-25T15:40:15.000Z;null;null
2020-05-25T15:40:30.000Z;null;null
2020-05-25T15:40:45.000Z;null;null
2020-05-25T15:41:00.000Z;4;1300
2020-05-25T15:41:15.000Z;null;null
2020-05-25T15:41:30.000Z;null;null
2020-05-25T15:41:45.000Z;null;null
2020-05-25T15:42:00.000Z;2;1300
2020-05-25T15:42:15.000Z;null;null
2020-05-25T15:42:30.000Z;null;null
2020-05-25T15:42:45.000Z;null;null
2020-05-25T15:43:00.000Z;2;1300
2020-05-25T15:43:15.000Z;null;null
2020-05-25T15:43:30.000Z;null;null
2020-05-25T15:43:45.000Z;null;null
2020-05-25T15:44:00.000Z;2;1300
2020-05-25T15:44:15.000Z;null;null
2020-05-25T15:44:30.000Z;null;null
2020-05-25T15:44:45.000Z;null;null
2020-05-25T15:45:00.000Z;2;1300
2020-05-25T15:45:15.000Z;null;null
2020-05-25T15:45:30.000Z;null;null
2020-05-25T15:45:45.000Z;null;null
2020-05-25T15:46:00.000Z;143;1300
2020-05-25T15:46:15.000Z;null;null
2020-05-25T15:46:30.000Z;null;null
2020-05-25T15:46:45.000Z;null;null
2020-05-25T15:47:00.000Z;23;1300
2020-05-25T15:47:15.000Z;null;null
2020-05-25T15:47:30.000Z;null;null
2020-05-25T15:47:45.000Z;null;null
2020-05-25T15:48:00.000Z;4;1300
2020-05-25T15:48:15.000Z;null;null
2020-05-25T15:48:30.000Z;null;null
2020-05-25T15:48:45.000Z;null;null
2020-05-25T15:49:00.000Z;133;1300
2020-05-25T15:49:15.000Z;null;null
2020-05-25T15:49:30.000Z;null;null
2020-05-25T15:49:45.000Z;null;null
2020-05-25T15:50:00.000Z;51;1200
2020-05-25T15:50:15.000Z;null;null
2020-05-25T15:50:30.000Z;null;null
2020-05-25T15:50:45.000Z;null;null
2020-05-25T15:51:00.000Z;86;1200
2020-05-25T15:51:15.000Z;null;null
2020-05-25T15:51:30.000Z;null;null
2020-05-25T15:51:45.000Z;null;null
2020-05-25T15:52:00.000Z;45;1100
2020-05-25T15:52:15.000Z;null;null
2020-05-25T15:52:30.000Z;null;null
2020-05-25T15:52:45.000Z;null;null
2020-05-25T15:53:00.000Z;66;1100
2020-05-25T15:53:15.000Z;null;null
2020-05-25T15:53:30.000Z;null;null
2020-05-25T15:53:45.000Z;null;null
2020-05-25T15:54:00.000Z;44;1000
2020-05-25T15:54:15.000Z;null;null
2020-05-25T15:54:30.000Z;null;null
2020-05-25T15:54:45.000Z;null;null
2020-05-25T15:55:00.000Z;53;1000
2020-05-25T15:55:15.000Z;null;null
2020-05-25T15:55:30.000Z;null;null
2020-05-25T15:55:45.000Z;null;null
2020-05-25T15:56:00.000Z;37;900
2020-05-25T15:56:15.000Z;null;null
2020-05-25T15:56:30.000Z;null;null
2020-05-25T15:56:45.000Z;null;null
2020-05-25T15:57:00.000Z;63;900
2020-05-25T15:57:15.000Z;null;null
2020-05-25T15:57:30.000Z;null;null
2020-05-25T15:57:45.000Z;null;null
2020-05-25T15:58:00.000Z;36;800
2020-05-25T15:58:15.000Z;null;null
2020-05-25T15:58:30.000Z;null;null
2020-05-25T15:58:45.000Z;null;null
2020-05-25T15:59:00.000Z;49;1500
2020-05-25T15:59:15.000Z;null;null
2020-05-25T15:59:30.000Z;null;null
2020-05-25T15:59:45.000Z;null;null
2020-05-25T16:00:00.000Z;46;700
2020-05-25T16:00:15.000Z;null;null
2020-05-25T16:00:30.000Z;null;null
2020-05-25T16:00:45.000Z;null;null
2020-05-25T16:01:00.000Z;35;1300
2020-05-25T16:01:15.000Z;null;null
2020-05-25T16:01:30.000Z;null;null
2020-05-25T16:01:45.000Z;null;null
2020-05-25T16:02:00.000Z;46;600
2020-05-25T16:02:15.000Z;null;null
2020-05-25T16:02:30.000Z;null;null
2020-05-25T16:02:45.000Z;null;null
2020-05-25T16:03:00.000Z;37;1100
2020-05-25T16:03:15.000Z;null;null
2020-05-25T16:03:30.000Z;null;null
2020-05-25T16:03:45.000Z;null;null
2020-05-25T16:04:00.000Z;58;500
2020-05-25T16:04:15.000Z;null;null
2020-05-25T16:04:30.000Z;null;null
2020-05-25T16:04:45.000Z;null;null
2020-05-25T16:05:00.000Z;33;400
2020-05-25T16:05:15.000Z;null;null
2020-05-25T16:05:30.000Z;null;null
2020-05-25T16:05:45.000Z;null;null
2020-05-25T16:06:00.000Z;38;700
2020-05-25T16:06:15.000Z;null;null
2020-05-25T16:06:30.000Z;null;null
2020-05-25T16:06:45.000Z;null;null
2020-05-25T16:07:00.000Z;40;300
2020-05-25T16:07:15.000Z;null;null
2020-05-25T16:07:30.000Z;null;null
2020-05-25T16:07:45.000Z;null;null
2020-05-25T16:08:00.000Z;30;500
2020-05-25T16:08:15.000Z;null;null
2020-05-25T16:08:30.000Z;null;null
2020-05-25T16:08:45.000Z;null;null
2020-05-25T16:09:00.000Z;34;200
2020-05-25T16:09:15.000Z;null;null
2020-05-25T16:09:30.000Z;null;null
2020-05-25T16:09:45.000Z;null;null
2020-05-25T16:10:00.000Z;34;300
2020-05-25T16:10:15.000Z;null;null
2020-05-25T16:10:30.000Z;null;null
2020-05-25T16:10:45.000Z;null;null
2020-05-25T16:11:00.000Z;39;100
2020-05-25T16:11:15.000Z;null;null
2020-05-25T16:11:30.000Z;null;null
2020-05-25T16:11:45.000Z;null;null
2020-05-25T16:12:00.000Z;37;100
2020-05-25T16:12:15.000Z;null;null
2020-05-25T16:12:30.000Z;null;null
2020-05-25T16:12:45.000Z;null;null
2020-05-25T16:13:00.000Z;17;0
2020-05-25T16:13:15.000Z;null;null
2020-05-25T16:13:30.000Z;null;null
2020-05-25T16:13:45.000Z;null;null
2020-05-25T16:14:00.000Z;3;0
2020-05-25T16:14:15.000Z;null;null
2020-05-25T16:14:30.000Z;null;null
2020-05-25T16:14:45.000Z;null;null
2020-05-25T16:15:00.000Z;3;0
2020-05-25T16:15:15.000Z;null;null
2020-05-25T16:15:30.000Z;null;null
2020-05-25T16:15:45.000Z;null;null
2020-05-25T16:16:00.000Z;null;null
2020-05-25T16:16:15.000Z;null;null
2020-05-25T16:16:30.000Z;null;null
2020-05-25T16:16:45.000Z;null;null
2020-05-25T16:17:00.000Z;null;1300
2020-05-25T16:17:15.000Z;null;null
2020-05-25T16:17:30.000Z;null;null
2020-05-25T16:17:45.000Z;null;null
2020-05-25T16:18:00.000Z;2;1300
2020-05-25T16:18:15.000Z;null;null
2020-05-25T16:18:30.000Z;null;null
2020-05-25T16:18:45.000Z;null;null
2020-05-25T16:19:00.000Z;4;1300
2020-05-25T16:19:15.000Z;null;null
2020-05-25T16:19:30.000Z;null;null
2020-05-25T16:19:45.000Z;null;null
2020-05-25T16:20:00.000Z;2;1300
2020-05-25T16:20:15.000Z;null;null
2020-05-25T16:20:30.000Z;null;null
2020-05-25T16:20:45.000Z;null;null
2020-05-25T16:21:00.000Z;2;1300
2020-05-25T16:21:15.000Z;null;null
2020-05-25T16:21:30.000Z;null;null
2020-05-25T16:21:45.000Z;null;null
2020-05-25T16:22:00.000Z;2;1300
2020-05-25T16:22:15.000Z;null;null
2020-05-25T16:22:30.000Z;null;null
2020-05-25T16:22:45.000Z;null;null
2020-05-25T16:23:00.000Z;1;1300
2020-05-25T16:23:15.000Z;null;null
2020-05-25T16:23:30.000Z;null;null
2020-05-25T16:23:45.000Z;null;null
2020-05-25T16:24:00.000Z;145;1300
2020-05-25T16:24:15.000Z;null;null
2020-05-25T16:24:30.000Z;null;null
2020-05-25T16:24:45.000Z;null;null
2020-05-25T16:25:00.000Z;3;1300
2020-05-25T16:25:15.000Z;null;null
2020-05-25T16:25:30.000Z;null;null
2020-05-25T16:25:45.000Z;null;null
2020-05-25T16:26:00.000Z;3;1300
2020-05-25T16:26:15.000Z;null;null
2020-05-25T16:26:30.000Z;null;null
2020-05-25T16:26:45.000Z;null;null
2020-05-25T16:27:00.000Z;110;1300
2020-05-25T16:27:15.000Z;null;null
2020-05-25T16:27:30.000Z;null;null
2020-05-25T16:27:45.000Z;null;null
2020-05-25T16:28:00.000Z;54;1200
2020-05-25T16:28:15.000Z;null;null
2020-05-25T16:28:30.000Z;null;null
2020-05-25T16:28:45.000Z;null;null
2020-05-25T16:29:00.000Z;81;2300
2020-05-25T16:29:15.000Z;null;null
2020-05-25T16:29:30.000Z;null;null
2020-05-25T16:29:45.000Z;null;null
2020-05-25T16:30:00.000Z;75;1100
2020-05-25T16:30:15.000Z;null;null
2020-05-25T16:30:30.000Z;null;null
2020-05-25T16:30:45.000Z;null;null
2020-05-25T16:31:00.000Z;38;2100
2020-05-25T16:31:15.000Z;null;null
2020-05-25T16:31:30.000Z;null;null
2020-05-25T16:31:45.000Z;null;null
2020-05-25T16:32:00.000Z;61;1000
2020-05-25T16:32:15.000Z;null;null
2020-05-25T16:32:30.000Z;null;null
2020-05-25T16:32:45.000Z;null;null
2020-05-25T16:33:00.000Z;36;1900
2020-05-25T16:33:15.000Z;null;null
2020-05-25T16:33:30.000Z;null;null
2020-05-25T16:33:45.000Z;null;null
2020-05-25T16:34:00.000Z;69;900
2020-05-25T16:34:15.000Z;null;null
2020-05-25T16:34:30.000Z;null;null
2020-05-25T16:34:45.000Z;null;null
2020-05-25T16:35:00.000Z;37;1700
2020-05-25T16:35:15.000Z;null;null
2020-05-25T16:35:30.000Z;null;null
2020-05-25T16:35:45.000Z;null;null
2020-05-25T16:36:00.000Z;63;800
2020-05-25T16:36:15.000Z;null;null
2020-05-25T16:36:30.000Z;null;null
2020-05-25T16:36:45.000Z;null;null
2020-05-25T16:37:00.000Z;43;700
2020-05-25T16:37:15.000Z;null;null
2020-05-25T16:37:30.000Z;null;null
2020-05-25T16:37:45.000Z;null;null
2020-05-25T16:38:00.000Z;31;1300
2020-05-25T16:38:15.000Z;null;null
2020-05-25T16:38:30.000Z;null;null
2020-05-25T16:38:45.000Z;null;null
2020-05-25T16:39:00.000Z;41;600
2020-05-25T16:39:15.000Z;null;null
2020-05-25T16:39:30.000Z;null;null
2020-05-25T16:39:45.000Z;null;null
2020-05-25T16:40:00.000Z;43;1100
2020-05-25T16:40:15.000Z;null;null
2020-05-25T16:40:30.000Z;null;null
2020-05-25T16:40:45.000Z;null;null
2020-05-25T16:41:00.000Z;70;500
2020-05-25T16:41:15.000Z;null;null
2020-05-25T16:41:30.000Z;null;null
2020-05-25T16:41:45.000Z;null;null
2020-05-25T16:42:00.000Z;35;900
2020-05-25T16:42:15.000Z;null;null
2020-05-25T16:42:30.000Z;null;null
2020-05-25T16:42:45.000Z;null;null
2020-05-25T16:43:00.000Z;40;400
2020-05-25T16:43:15.000Z;null;null
2020-05-25T16:43:30.000Z;null;null
2020-05-25T16:43:45.000Z;null;null
2020-05-25T16:44:00.000Z;33;300
2020-05-25T16:44:15.000Z;null;null
2020-05-25T16:44:30.000Z;null;null
2020-05-25T16:44:45.000Z;null;null
2020-05-25T16:45:00.000Z;40;500
2020-05-25T16:45:15.000Z;null;null
2020-05-25T16:45:30.000Z;null;null
2020-05-25T16:45:45.000Z;null;null
2020-05-25T16:46:00.000Z;33;200
2020-05-25T16:46:15.000Z;null;null
2020-05-25T16:46:30.000Z;null;null
2020-05-25T16:46:45.000Z;null;null
2020-05-25T16:47:00.000Z;28;300
2020-05-25T16:47:15.000Z;null;null
2020-05-25T16:47:30.000Z;null;null
2020-05-25T16:47:45.000Z;null;null
2020-05-25T16:48:00.000Z;37;100
2020-05-25T16:48:15.000Z;null;null
2020-05-25T16:48:30.000Z;null;null
2020-05-25T16:48:45.000Z;null;null
2020-05-25T16:49:00.000Z;33;100
2020-05-25T16:49:15.000Z;null;null
2020-05-25T16:49:30.000Z;null;null
2020-05-25T16:49:45.000Z;null;null
2020-05-25T16:50:00.000Z;28;0
2020-05-25T16:50:15.000Z;null;null
2020-05-25T16:50:30.000Z;null;null
2020-05-25T16:50:45.000Z;null;null
2020-05-25T16:51:00.000Z;5;0
2020-05-25T16:51:15.000Z;null;null
2020-05-25T16:51:30.000Z;null;null
2020-05-25T16:51:45.000Z;null;null
2020-05-25T16:52:00.000Z;3;0
2020-05-25T16:52:15.000Z;null;null
2020-05-25T16:52:30.000Z;null;null
2020-05-25T16:52:45.000Z;null;null
2020-05-25T16:53:00.000Z;3;0
2020-05-25T16:53:15.000Z;null;null
2020-05-25T16:53:30.000Z;null;null
2020-05-25T16:53:45.000Z;null;null
2020-05-25T16:54:00.000Z;4;0
2020-05-25T16:54:15.000Z;null;null
2020-05-25T16:54:30.000Z;null;null
2020-05-25T16:54:45.000Z;null;null
2020-05-25T16:55:00.000Z;3;0
2020-05-25T16:55:15.000Z;null;null
2020-05-25T16:55:30.000Z;null;null
2020-05-25T16:55:45.000Z;null;null
2020-05-25T16:56:00.000Z;2;0
2020-05-25T16:56:15.000Z;null;null
2020-05-25T16:56:30.000Z;null;null
2020-05-25T16:56:45.000Z;null;null
2020-05-25T16:57:00.000Z;2;0
2020-05-25T16:57:15.000Z;null;null
2020-05-25T16:57:30.000Z;null;null
2020-05-25T16:57:45.000Z;null;null
2020-05-25T16:58:00.000Z;2;0
2020-05-25T16:58:15.000Z;null;null
2020-05-25T16:58:30.000Z;null;null
2020-05-25T16:58:45.000Z;null;null
2020-05-25T16:59:00.000Z;2;0
2020-05-25T16:59:15.000Z;null;null
2020-05-25T16:59:30.000Z;null;null
2020-05-25T16:59:45.000Z;null;null
2020-05-25T17:00:00.000Z;2;0
2020-05-25T17:00:15.000Z;null;null
2020-05-25T17:00:30.000Z;null;null
2020-05-25T17:00:45.000Z;null;null
2020-05-25T17:01:00.000Z;4;0
2020-05-25T17:01:15.000Z;null;null
2020-05-25T17:01:30.000Z;null;null
2020-05-25T17:01:45.000Z;null;null
2020-05-25T17:02:00.000Z;2;0
2020-05-25T17:02:15.000Z;null;null
2020-05-25T17:02:30.000Z;null;null
2020-05-25T17:02:45.000Z;null;null
2020-05-25T17:03:00.000Z;1;0
2020-05-25T17:03:15.000Z;null;null
2020-05-25T17:03:30.000Z;null;null
2020-05-25T17:03:45.000Z;null;null
2020-05-25T17:04:00.000Z;1;0
2020-05-25T17:04:15.000Z;null;null
2020-05-25T17:04:30.000Z;null;null
2020-05-25T17:04:45.000Z;null;null
2020-05-25T17:05:00.000Z;1;0
2020-05-25T17:05:15.000Z;null;null
2020-05-25T17:05:30.000Z;null;null
2020-05-25T17:05:45.000Z;null;null
2020-05-25T17:06:00.000Z;null;0
2020-05-25T17:06:15.000Z;null;null
2020-05-25T17:06:30.000Z;null;null
2020-05-25T17:06:45.000Z;null;null
2020-05-25T17:07:00.000Z;null;1300
2020-05-25T17:07:15.000Z;null;null
2020-05-25T17:07:30.000Z;null;null
2020-05-25T17:07:45.000Z;null;null
2020-05-25T17:08:00.000Z;2;1300
2020-05-25T17:08:15.000Z;null;null
2020-05-25T17:08:30.000Z;null;null
2020-05-25T17:08:45.000Z;null;null
2020-05-25T17:09:00.000Z;2;1300
2020-05-25T17:09:15.000Z;null;null
2020-05-25T17:09:30.000Z;null;null
2020-05-25T17:09:45.000Z;null;null
2020-05-25T17:10:00.000Z;2;1300
2020-05-25T17:10:15.000Z;null;null
2020-05-25T17:10:30.000Z;null;null
2020-05-25T17:10:45.000Z;null;null
2020-05-25T17:11:00.000Z;3;1300
2020-05-25T17:11:15.000Z;null;null
2020-05-25T17:11:30.000Z;null;null
2020-05-25T17:11:45.000Z;null;null
2020-05-25T17:12:00.000Z;2;1300
2020-05-25T17:12:15.000Z;null;null
2020-05-25T17:12:30.000Z;null;null
2020-05-25T17:12:45.000Z;null;null
2020-05-25T17:13:00.000Z;1;1300
2020-05-25T17:13:15.000Z;null;null
2020-05-25T17:13:30.000Z;null;null
2020-05-25T17:13:45.000Z;null;null
2020-05-25T17:14:00.000Z;77;1300
2020-05-25T17:14:15.000Z;null;null
2020-05-25T17:14:30.000Z;null;null
2020-05-25T17:14:45.000Z;null;null
2020-05-25T17:15:00.000Z;127;1300
2020-05-25T17:15:15.000Z;null;null
2020-05-25T17:15:30.000Z;null;null
2020-05-25T17:15:45.000Z;null;null
2020-05-25T17:16:00.000Z;69;1200
2020-05-25T17:16:15.000Z;null;null
2020-05-25T17:16:30.000Z;null;null
2020-05-25T17:16:45.000Z;null;null
2020-05-25T17:17:00.000Z;null;1200
2020-05-25T17:17:15.000Z;null;null
2020-05-25T17:17:30.000Z;null;null
2020-05-25T17:17:45.000Z;null;null
2020-05-25T17:18:00.000Z;null;1300
2020-05-25T17:18:15.000Z;null;null
2020-05-25T17:18:30.000Z;null;null
2020-05-25T17:18:45.000Z;null;null
2020-05-25T17:19:00.000Z;26;1300
2020-05-25T17:19:15.000Z;null;null
2020-05-25T17:19:30.000Z;null;null
2020-05-25T17:19:45.000Z;null;null
2020-05-25T17:20:00.000Z;2;1300
2020-05-25T17:20:15.000Z;null;null
2020-05-25T17:20:30.000Z;null;null
2020-05-25T17:20:45.000Z;null;null
2020-05-25T17:21:00.000Z;3;1300
2020-05-25T17:21:15.000Z;null;null
2020-05-25T17:21:30.000Z;null;null
2020-05-25T17:21:45.000Z;null;null
2020-05-25T17:22:00.000Z;2;1300
2020-05-25T17:22:15.000Z;null;null
2020-05-25T17:22:30.000Z;null;null
2020-05-25T17:22:45.000Z;null;null
2020-05-25T17:23:00.000Z;2;1300
2020-05-25T17:23:15.000Z;null;null
2020-05-25T17:23:30.000Z;null;null
2020-05-25T17:23:45.000Z;null;null
2020-05-25T17:24:00.000Z;2;1300
2020-05-25T17:24:15.000Z;null;null
2020-05-25T17:24:30.000Z;null;null
2020-05-25T17:24:45.000Z;null;null
2020-05-25T17:25:00.000Z;1;1300
2020-05-25T17:25:15.000Z;null;null
2020-05-25T17:25:30.000Z;null;null
2020-05-25T17:25:45.000Z;null;null
2020-05-25T17:26:00.000Z;149;1300
2020-05-25T17:26:15.000Z;null;null
2020-05-25T17:26:30.000Z;null;null
2020-05-25T17:26:45.000Z;null;null
2020-05-25T17:27:00.000Z;74;2500
2020-05-25T17:27:15.000Z;null;null
2020-05-25T17:27:30.000Z;null;null
2020-05-25T17:27:45.000Z;null;null
2020-05-25T17:28:00.000Z;26;1200
2020-05-25T17:28:15.000Z;null;null
2020-05-25T17:28:30.000Z;null;null
2020-05-25T17:28:45.000Z;null;null
2020-05-25T17:29:00.000Z;null;null
2020-05-25T17:29:15.000Z;null;null
2020-05-25T17:29:30.000Z;null;null
2020-05-25T17:29:45.000Z;null;null
2020-05-25T17:30:00.000Z;202;1300
2020-05-25T17:30:15.000Z;null;null
2020-05-25T17:30:30.000Z;null;null
2020-05-25T17:30:45.000Z;null;null
2020-05-25T17:31:00.000Z;2;1300
2020-05-25T17:31:15.000Z;null;null
2020-05-25T17:31:30.000Z;null;null
2020-05-25T17:31:45.000Z;null;null
2020-05-25T17:32:00.000Z;2;1300
2020-05-25T17:32:15.000Z;null;null
2020-05-25T17:32:30.000Z;null;null
2020-05-25T17:32:45.000Z;null;null
2020-05-25T17:33:00.000Z;3;1300
2020-05-25T17:33:15.000Z;null;null
2020-05-25T17:33:30.000Z;null;null
2020-05-25T17:33:45.000Z;null;null
2020-05-25T17:34:00.000Z;2;1300
2020-05-25T17:34:15.000Z;null;null
2020-05-25T17:34:30.000Z;null;null
2020-05-25T17:34:45.000Z;null;null
2020-05-25T17:35:00.000Z;2;1300
2020-05-25T17:35:15.000Z;null;null
2020-05-25T17:35:30.000Z;null;null
2020-05-25T17:35:45.000Z;null;null
2020-05-25T17:36:00.000Z;1;1300
2020-05-25T17:36:15.000Z;null;null
2020-05-25T17:36:30.000Z;null;null
2020-05-25T17:36:45.000Z;null;null
2020-05-25T17:37:00.000Z;87;1300
2020-05-25T17:37:15.000Z;null;null
2020-05-25T17:37:30.000Z;null;null
2020-05-25T17:37:45.000Z;null;null
2020-05-25T17:38:00.000Z;111;2500
2020-05-25T17:38:15.000Z;null;null
2020-05-25T17:38:30.000Z;null;null
2020-05-25T17:38:45.000Z;null;null
2020-05-25T17:39:00.000Z;64;1200
2020-05-25T17:39:15.000Z;null;null
2020-05-25T17:39:30.000Z;null;null
2020-05-25T17:39:45.000Z;null;null
2020-05-25T17:40:00.000Z;3;1200
2020-05-25T17:40:15.000Z;null;null
2020-05-25T17:40:30.000Z;null;null
2020-05-25T17:40:45.000Z;null;null
2020-05-25T17:41:00.000Z;1;1200
2020-05-25T17:41:15.000Z;null;null
2020-05-25T17:41:30.000Z;null;null
2020-05-25T17:41:45.000Z;null;null
2020-05-25T17:42:00.000Z;2;1200
2020-05-25T17:42:15.000Z;null;null
2020-05-25T17:42:30.000Z;null;null
2020-05-25T17:42:45.000Z;null;null
2020-05-25T17:43:00.000Z;4;1200
2020-05-25T17:43:15.000Z;null;null
2020-05-25T17:43:30.000Z;null;null
2020-05-25T17:43:45.000Z;null;null
2020-05-25T17:44:00.000Z;4;1200
2020-05-25T17:44:15.000Z;null;null
2020-05-25T17:44:30.000Z;null;null
2020-05-25T17:44:45.000Z;null;null
2020-05-25T17:45:00.000Z;2;1200
2020-05-25T17:45:15.000Z;null;null
2020-05-25T17:45:30.000Z;null;null
2020-05-25T17:45:45.000Z;null;null
2020-05-25T17:46:00.000Z;1;1200
2020-05-25T17:46:15.000Z;null;null
2020-05-25T17:46:30.000Z;null;null
2020-05-25T17:46:45.000Z;null;null
2020-05-25T17:47:00.000Z;2;1200
2020-05-25T17:47:15.000Z;null;null
2020-05-25T17:47:30.000Z;null;null
2020-05-25T17:47:45.000Z;null;null
2020-05-25T17:48:00.000Z;2;1200
2020-05-25T17:48:15.000Z;null;null
2020-05-25T17:48:30.000Z;null;null
2020-05-25T17:48:45.000Z;null;null
2020-05-25T17:49:00.000Z;2;1200
2020-05-25T17:49:15.000Z;null;null
2020-05-25T17:49:30.000Z;null;null
2020-05-25T17:49:45.000Z;null;null
2020-05-25T17:50:00.000Z;1;1200
2020-05-25T17:50:15.000Z;null;null
2020-05-25T17:50:30.000Z;null;null
2020-05-25T17:50:45.000Z;null;null
2020-05-25T17:51:00.000Z;1;1200
2020-05-25T17:51:15.000Z;null;null
2020-05-25T17:51:30.000Z;null;null
2020-05-25T17:51:45.000Z;null;null
2020-05-25T17:52:00.000Z;2;1200
2020-05-25T17:52:15.000Z;null;null
2020-05-25T17:52:30.000Z;null;null
2020-05-25T17:52:45.000Z;null;null
2020-05-25T17:53:00.000Z;2;1200
2020-05-25T17:53:15.000Z;null;null
2020-05-25T17:53:30.000Z;null;null
2020-05-25T17:53:45.000Z;null;null
2020-05-25T17:54:00.000Z;2;1200
2020-05-25T17:54:15.000Z;null;null
2020-05-25T17:54:30.000Z;null;null
2020-05-25T17:54:45.000Z;null;null
2020-05-25T17:55:00.000Z;2;1200
2020-05-25T17:55:15.000Z;null;null
2020-05-25T17:55:30.000Z;null;null
2020-05-25T17:55:45.000Z;null;null
2020-05-25T17:56:00.000Z;2;1200
2020-05-25T17:56:15.000Z;null;null
2020-05-25T17:56:30.000Z;null;null
2020-05-25T17:56:45.000Z;null;null
2020-05-25T17:57:00.000Z;2;1200
2020-05-25T17:57:15.000Z;null;null
2020-05-25T17:57:30.000Z;null;null
2020-05-25T17:57:45.000Z;null;null
2020-05-25T17:58:00.000Z;2;1200
2020-05-25T17:58:15.000Z;null;null
2020-05-25T17:58:30.000Z;null;null
2020-05-25T17:58:45.000Z;null;null
2020-05-25T17:59:00.000Z;2;1200
2020-05-25T17:59:15.000Z;null;null
2020-05-25T17:59:30.000Z;null;null
2020-05-25T17:59:45.000Z;null;null
2020-05-25T18:00:00.000Z;2;1200
2020-05-25T18:00:15.000Z;null;null
2020-05-25T18:00:30.000Z;null;null
2020-05-25T18:00:45.000Z;null;null
2020-05-25T18:01:00.000Z;null;1300
2020-05-25T18:01:15.000Z;null;null
2020-05-25T18:01:30.000Z;null;null
2020-05-25T18:01:45.000Z;null;null
2020-05-25T18:02:00.000Z;198;1300
2020-05-25T18:02:15.000Z;null;null
2020-05-25T18:02:30.000Z;null;null
2020-05-25T18:02:45.000Z;null;null
2020-05-25T18:03:00.000Z;3;1300
2020-05-25T18:03:15.000Z;null;null
2020-05-25T18:03:30.000Z;null;null
2020-05-25T18:03:45.000Z;null;null
2020-05-25T18:04:00.000Z;3;1300
2020-05-25T18:04:15.000Z;null;null
2020-05-25T18:04:30.000Z;null;null
2020-05-25T18:04:45.000Z;null;null
