'Request type'	'Load'	'Bucket'	'Start time'	'Absolute'	'Percent of requests'	'End time'	'Absolute'	'Percent of requests'	'Residence time'	'Absolute'	'Percent of requests'	'Theor. think time'	'Absolute'	'Percent of requests'	'Actual think time'	'Absolute'	'Percent of requests'
login	5	0	750.5	5	0.6226650062266501	750.5	2	0.24906600249066002	4.5	0	0.0	3.0	803	100.0	3.0	803	100.0
login	5	1	2251.5	5	0.6226650062266501	2251.5	3	0.37359900373599003	13.5	0	0.0	9.0	0	0.0	9.0	0	0.0
login	5	2	3752.5	0	0.0	3752.5	5	0.6226650062266501	22.5	0	0.0	15.0	0	0.0	15.0	0	0.0
login	5	3	5253.5	5	0.6226650062266501	5253.5	4	0.49813200498132004	31.5	0	0.0	21.0	0	0.0	21.0	0	0.0
login	5	4	6754.5	5	0.6226650062266501	6754.5	2	0.24906600249066002	40.5	0	0.0	27.0	0	0.0	27.0	0	0.0
login	5	5	8255.5	2	0.24906600249066002	8255.5	5	0.6226650062266501	49.5	0	0.0	33.0	0	0.0	33.0	0	0.0
login	5	6	9756.5	4	0.49813200498132004	9756.5	4	0.49813200498132004	58.5	0	0.0	39.0	0	0.0	39.0	0	0.0
login	5	7	11257.5	5	0.6226650062266501	11257.5	4	0.49813200498132004	67.5	0	0.0	45.0	0	0.0	45.0	0	0.0
login	5	8	12758.5	4	0.49813200498132004	12758.5	6	0.7471980074719801	76.5	0	0.0	51.0	0	0.0	51.0	0	0.0
login	5	9	14259.5	6	0.7471980074719801	14259.5	4	0.49813200498132004	85.5	0	0.0	57.0	0	0.0	57.0	0	0.0
login	5	10	15760.5	5	0.6226650062266501	15760.5	4	0.49813200498132004	94.5	0	0.0	63.0	0	0.0	63.0	0	0.0
login	5	11	17261.5	2	0.24906600249066002	17261.5	3	0.37359900373599003	103.5	2	0.24906600249066002	69.0	0	0.0	69.0	0	0.0
login	5	12	18762.5	3	0.37359900373599003	18762.5	5	0.6226650062266501	112.5	3	0.37359900373599003	75.0	0	0.0	75.0	0	0.0
login	5	13	20263.5	5	0.6226650062266501	20263.5	4	0.49813200498132004	121.5	1	0.12453300124533001	81.0	0	0.0	81.0	0	0.0
login	5	14	21764.5	5	0.6226650062266501	21764.5	3	0.37359900373599003	130.5	2	0.24906600249066002	87.0	0	0.0	87.0	0	0.0
login	5	15	23265.5	3	0.37359900373599003	23265.5	5	0.6226650062266501	139.5	1	0.12453300124533001	93.0	0	0.0	93.0	0	0.0
login	5	16	24766.5	5	0.6226650062266501	24766.5	6	0.7471980074719801	148.5	1	0.12453300124533001	99.0	0	0.0	99.0	0	0.0
login	5	17	26267.5	5	0.6226650062266501	26267.5	3	0.37359900373599003	157.5	0	0.0	105.0	0	0.0	105.0	0	0.0
login	5	18	27768.5	5	0.6226650062266501	27768.5	3	0.37359900373599003	166.5	0	0.0	111.0	0	0.0	111.0	0	0.0
login	5	19	29269.5	3	0.37359900373599003	29269.5	5	0.6226650062266501	175.5	0	0.0	117.0	0	0.0	117.0	0	0.0
login	5	20	30770.5	3	0.37359900373599003	30770.5	5	0.6226650062266501	184.5	1	0.12453300124533001	123.0	0	0.0	123.0	0	0.0
login	5	21	32271.5	6	0.7471980074719801	32271.5	4	0.49813200498132004	193.5	3	0.37359900373599003	129.0	0	0.0	129.0	0	0.0
login	5	22	33772.5	5	0.6226650062266501	33772.5	6	0.7471980074719801	202.5	6	0.7471980074719801	135.0	0	0.0	135.0	0	0.0
login	5	23	35273.5	5	0.6226650062266501	35273.5	5	0.6226650062266501	211.5	5	0.6226650062266501	141.0	0	0.0	141.0	0	0.0
login	5	24	36774.5	5	0.6226650062266501	36774.5	4	0.49813200498132004	220.5	6	0.7471980074719801	147.0	0	0.0	147.0	0	0.0
login	5	25	38275.5	5	0.6226650062266501	38275.5	5	0.6226650062266501	229.5	4	0.49813200498132004	153.0	0	0.0	153.0	0	0.0
login	5	26	39776.5	4	0.49813200498132004	39776.5	4	0.49813200498132004	238.5	4	0.49813200498132004	159.0	0	0.0	159.0	0	0.0
login	5	27	41277.5	3	0.37359900373599003	41277.5	5	0.6226650062266501	247.5	1	0.12453300124533001	165.0	0	0.0	165.0	0	0.0
login	5	28	42778.5	5	0.6226650062266501	42778.5	4	0.49813200498132004	256.5	0	0.0	171.0	0	0.0	171.0	0	0.0
login	5	29	44279.5	6	0.7471980074719801	44279.5	4	0.49813200498132004	265.5	1	0.12453300124533001	177.0	0	0.0	177.0	0	0.0
login	5	30	45780.5	4	0.49813200498132004	45780.5	6	0.7471980074719801	274.5	2	0.24906600249066002	183.0	0	0.0	183.0	0	0.0
login	5	31	47281.5	5	0.6226650062266501	47281.5	3	0.37359900373599003	283.5	4	0.49813200498132004	189.0	0	0.0	189.0	0	0.0
login	5	32	48782.5	4	0.49813200498132004	48782.5	6	0.7471980074719801	292.5	10	1.2453300124533002	195.0	0	0.0	195.0	0	0.0
login	5	33	50283.5	6	0.7471980074719801	50283.5	5	0.6226650062266501	301.5	15	1.86799501867995	201.0	0	0.0	201.0	0	0.0
login	5	34	51784.5	4	0.49813200498132004	51784.5	5	0.6226650062266501	310.5	11	1.36986301369863	207.0	0	0.0	207.0	0	0.0
