'Request type'	'Load'	'Bucket'	'Start time'	'Absolute'	'Percent of requests'	'End time'	'Absolute'	'Percent of requests'	'Residence time'	'Absolute'	'Percent of requests'	'Theor. think time'	'Absolute'	'Percent of requests'	'Actual think time'	'Absolute'	'Percent of requests'
login	6	0	751.0	6	0.8547008547008548	751.0	2	0.2849002849002849	5.0	0	0.0	3.0	702	100.0	3.0	702	100.0
login	6	1	2253.0	6	0.8547008547008548	2253.0	4	0.5698005698005698	15.0	0	0.0	9.0	0	0.0	9.0	0	0.0
login	6	2	3755.0	0	0.0	3755.0	4	0.5698005698005698	25.0	0	0.0	15.0	0	0.0	15.0	0	0.0
login	6	3	5257.0	6	0.8547008547008548	5257.0	2	0.2849002849002849	35.0	0	0.0	21.0	0	0.0	21.0	0	0.0
login	6	4	6759.0	0	0.0	6759.0	6	0.8547008547008548	45.0	0	0.0	27.0	0	0.0	27.0	0	0.0
login	6	5	8261.0	6	0.8547008547008548	8261.0	0	0.0	55.0	0	0.0	33.0	0	0.0	33.0	0	0.0
login	6	6	9763.0	1	0.14245014245014245	9763.0	6	0.8547008547008548	65.0	0	0.0	39.0	0	0.0	39.0	0	0.0
login	6	7	11265.0	5	0.7122507122507122	11265.0	4	0.5698005698005698	75.0	0	0.0	45.0	0	0.0	45.0	0	0.0
login	6	8	12767.0	6	0.8547008547008548	12767.0	2	0.2849002849002849	85.0	0	0.0	51.0	0	0.0	51.0	0	0.0
login	6	9	14269.0	0	0.0	14269.0	6	0.8547008547008548	95.0	0	0.0	57.0	0	0.0	57.0	0	0.0
login	6	10	15771.0	6	0.8547008547008548	15771.0	1	0.14245014245014245	105.0	0	0.0	63.0	0	0.0	63.0	0	0.0
login	6	11	17273.0	3	0.4273504273504274	17273.0	5	0.7122507122507122	115.0	0	0.0	69.0	0	0.0	69.0	0	0.0
login	6	12	18775.0	3	0.4273504273504274	18775.0	5	0.7122507122507122	125.0	0	0.0	75.0	0	0.0	75.0	0	0.0
login	6	13	20277.0	6	0.8547008547008548	20277.0	1	0.14245014245014245	135.0	0	0.0	81.0	0	0.0	81.0	0	0.0
login	6	14	21779.0	1	0.14245014245014245	21779.0	6	0.8547008547008548	145.0	0	0.0	87.0	0	0.0	87.0	0	0.0
login	6	15	23281.0	5	0.7122507122507122	23281.0	2	0.2849002849002849	155.0	0	0.0	93.0	0	0.0	93.0	0	0.0
login	6	16	24783.0	3	0.4273504273504274	24783.0	4	0.5698005698005698	165.0	0	0.0	99.0	0	0.0	99.0	0	0.0
login	6	17	26285.0	3	0.4273504273504274	26285.0	3	0.4273504273504274	175.0	0	0.0	105.0	0	0.0	105.0	0	0.0
login	6	18	27787.0	6	0.8547008547008548	27787.0	3	0.4273504273504274	185.0	0	0.0	111.0	0	0.0	111.0	0	0.0
login	6	19	29289.0	0	0.0	29289.0	3	0.4273504273504274	195.0	0	0.0	117.0	0	0.0	117.0	0	0.0
login	6	20	30791.0	6	0.8547008547008548	30791.0	3	0.4273504273504274	205.0	2	0.2849002849002849	123.0	0	0.0	123.0	0	0.0
login	6	21	32293.0	0	0.0	32293.0	6	0.8547008547008548	215.0	1	0.14245014245014245	129.0	0	0.0	129.0	0	0.0
login	6	22	33795.0	6	0.8547008547008548	33795.0	1	0.14245014245014245	225.0	0	0.0	135.0	0	0.0	135.0	0	0.0
login	6	23	35297.0	0	0.0	35297.0	5	0.7122507122507122	235.0	0	0.0	141.0	0	0.0	141.0	0	0.0
login	6	24	36799.0	6	0.8547008547008548	36799.0	1	0.14245014245014245	245.0	0	0.0	147.0	0	0.0	147.0	0	0.0
login	6	25	38301.0	4	0.5698005698005698	38301.0	5	0.7122507122507122	255.0	0	0.0	153.0	0	0.0	153.0	0	0.0
login	6	26	39803.0	2	0.2849002849002849	39803.0	3	0.4273504273504274	265.0	0	0.0	159.0	0	0.0	159.0	0	0.0
login	6	27	41305.0	6	0.8547008547008548	41305.0	3	0.4273504273504274	275.0	0	0.0	165.0	0	0.0	165.0	0	0.0
login	6	28	42807.0	0	0.0	42807.0	6	0.8547008547008548	285.0	0	0.0	171.0	0	0.0	171.0	0	0.0
login	6	29	44309.0	6	0.8547008547008548	44309.0	2	0.2849002849002849	295.0	0	0.0	177.0	0	0.0	177.0	0	0.0
login	6	30	45811.0	2	0.2849002849002849	45811.0	4	0.5698005698005698	305.0	0	0.0	183.0	0	0.0	183.0	0	0.0
login	6	31	47313.0	4	0.5698005698005698	47313.0	2	0.2849002849002849	315.0	0	0.0	189.0	0	0.0	189.0	0	0.0
login	6	32	48815.0	4	0.5698005698005698	48815.0	4	0.5698005698005698	325.0	0	0.0	195.0	0	0.0	195.0	0	0.0
login	6	33	50317.0	2	0.2849002849002849	50317.0	2	0.2849002849002849	335.0	1	0.14245014245014245	201.0	0	0.0	201.0	0	0.0
login	6	34	51819.0	6	0.8547008547008548	51819.0	4	0.5698005698005698	345.0	0	0.0	207.0	0	0.0	207.0	0	0.0
login	6	35	53321.0	0	0.0	53321.0	4	0.5698005698005698	355.0	0	0.0	213.0	0	0.0	213.0	0	0.0
