'Request type'	'Load'	'Bucket'	'Start time'	'Absolute'	'Percent of requests'	'End time'	'Absolute'	'Percent of requests'	'Residence time'	'Absolute'	'Percent of requests'	'Theor. think time'	'Absolute'	'Percent of requests'	'Actual think time'	'Absolute'	'Percent of requests'
CassandraWriteRequest	550	0	1499.5	255	0.09222022914014581	1499.5	0	0.0	22.0	57300	20.722427959726883	21.5	276512	100.0	21.5	276512	100.0
CassandraWriteRequest	550	1	4498.5	0	0.0	4498.5	0	0.0	66.0	63769	23.061928596227286	64.5	0	0.0	64.5	0	0.0
CassandraWriteRequest	550	2	7497.5	599	0.21662712648998958	7497.5	810	0.29293484550399257	110.0	38873	14.058341048489758	107.5	0	0.0	107.5	0	0.0
CassandraWriteRequest	550	3	10496.5	1362	0.49256451799560236	10496.5	1270	0.4592929059136674	154.0	24638	8.910282374725147	150.5	0	0.0	150.5	0	0.0
CassandraWriteRequest	550	4	13495.5	1400	0.5063071403772711	13495.5	1478	0.5345156810554333	198.0	16898	6.111127184353663	193.5	0	0.0	193.5	0	0.0
CassandraWriteRequest	550	5	16494.5	1364	0.49328781391042703	16494.5	1319	0.4770136558268719	242.0	12994	4.699253558615901	236.5	0	0.0	236.5	0	0.0
CassandraWriteRequest	550	6	19493.5	1421	0.5139017474829302	19493.5	1442	0.5214963545885892	286.0	10926	3.9513655826871887	279.5	0	0.0	279.5	0	0.0
CassandraWriteRequest	550	7	22492.5	1415	0.5117318597384561	22492.5	1385	0.500882421016086	330.0	8813	3.187203448674922	322.5	0	0.0	322.5	0	0.0
CassandraWriteRequest	550	8	25491.5	1394	0.5041372526327971	25491.5	1395	0.5044989005902094	374.0	7502	2.7130829765073488	365.5	0	0.0	365.5	0	0.0
CassandraWriteRequest	550	9	28490.5	1400	0.5063071403772711	28490.5	1449	0.5240278902904756	418.0	6402	2.3152702233537785	408.5	0	0.0	408.5	0	0.0
CassandraWriteRequest	550	10	31489.5	1460	0.5280060178220113	31489.5	1442	0.5214963545885892	462.0	5667	2.0494589746557113	451.5	0	0.0	451.5	0	0.0
CassandraWriteRequest	550	11	34488.5	1385	0.500882421016086	34488.5	1458	0.5272827219071866	506.0	4649	1.6813013540099524	494.5	0	0.0	494.5	0	0.0
CassandraWriteRequest	550	12	37487.5	1375	0.49726594144196273	37487.5	1309	0.4733971762527485	550.0	3853	1.3934295799097327	537.5	0	0.0	537.5	0	0.0
CassandraWriteRequest	550	13	40486.5	1453	0.5254744821201249	40486.5	1458	0.5272827219071866	594.0	3094	1.1189387802337691	580.5	0	0.0	580.5	0	0.0
CassandraWriteRequest	550	14	43485.5	1423	0.5146250433977548	43485.5	1436	0.5193264668441152	638.0	2459	0.8892923272769355	623.5	0	0.0	623.5	0	0.0
CassandraWriteRequest	550	15	46484.5	1474	0.533069089225784	46484.5	1436	0.5193264668441152	682.0	1923	0.6954490221039231	666.5	0	0.0	666.5	0	0.0
CassandraWriteRequest	550	16	49483.5	1463	0.5290909616942483	49483.5	1445	0.5225812984608262	726.0	1584	0.572850364541141	709.5	0	0.0	709.5	0	0.0
CassandraWriteRequest	550	17	52482.5	1350	0.4882247425066543	52482.5	1395	0.5044989005902094	770.0	1058	0.38262353894225204	752.5	0	0.0	752.5	0	0.0
CassandraWriteRequest	550	18	55481.5	1514	0.5475350075222775	55481.5	1554	0.5620009258187709	814.0	874	0.3160803147783821	795.5	0	0.0	795.5	0	0.0
CassandraWriteRequest	550	19	58480.5	1359	0.49147957412336535	58480.5	1385	0.500882421016086	858.0	659	0.23832600393472977	838.5	0	0.0	838.5	0	0.0
CassandraWriteRequest	550	20	61479.5	1471	0.531984145353547	61479.5	1318	0.47665200786945955	902.0	505	0.18263221849322994	881.5	0	0.0	881.5	0	0.0
