'Request type'	'Load'	'Bucket'	'Start time'	'Absolute'	'Percent of requests'	'End time'	'Absolute'	'Percent of requests'	'Residence time'	'Absolute'	'Percent of requests'	'Theor. think time'	'Absolute'	'Percent of requests'	'Actual think time'	'Absolute'	'Percent of requests'
CassandraWriteRequest	200	0	19536.5	6206	60.700312989045386	19536.5	6206	60.700312989045386	17.5	7093	69.37597809076682	3.0	10224	100.0	3.0	10224	100.0
CassandraWriteRequest	200	1	58609.5	4018	39.29968701095462	58609.5	4018	39.29968701095462	52.5	1317	12.881455399061034	9.0	0	0.0	9.0	0	0.0
CassandraWriteRequest	200	2	97682.5	0	0.0	97682.5	0	0.0	87.5	578	5.653364632237872	15.0	0	0.0	15.0	0	0.0
CassandraWriteRequest	200	3	136755.5	0	0.0	136755.5	0	0.0	122.5	310	3.0320813771518	21.0	0	0.0	21.0	0	0.0
CassandraWriteRequest	200	4	175828.5	0	0.0	175828.5	0	0.0	157.5	141	1.3791079812206575	27.0	0	0.0	27.0	0	0.0
CassandraWriteRequest	200	5	214901.5	0	0.0	214901.5	0	0.0	192.5	125	1.2226134585289516	33.0	0	0.0	33.0	0	0.0
CassandraWriteRequest	200	6	253974.5	0	0.0	253974.5	0	0.0	227.5	79	0.7726917057902974	39.0	0	0.0	39.0	0	0.0
CassandraWriteRequest	200	7	293047.5	0	0.0	293047.5	0	0.0	262.5	62	0.60641627543036	45.0	0	0.0	45.0	0	0.0
CassandraWriteRequest	200	8	332120.5	0	0.0	332120.5	0	0.0	297.5	46	0.4499217527386542	51.0	0	0.0	51.0	0	0.0
CassandraWriteRequest	200	9	371193.5	0	0.0	371193.5	0	0.0	332.5	46	0.4499217527386542	57.0	0	0.0	57.0	0	0.0
CassandraWriteRequest	200	10	410266.5	0	0.0	410266.5	0	0.0	367.5	43	0.42057902973395933	63.0	0	0.0	63.0	0	0.0
CassandraWriteRequest	200	11	449339.5	0	0.0	449339.5	0	0.0	402.5	33	0.3227699530516432	69.0	0	0.0	69.0	0	0.0
CassandraWriteRequest	200	12	488412.5	0	0.0	488412.5	0	0.0	437.5	18	0.17605633802816903	75.0	0	0.0	75.0	0	0.0
CassandraWriteRequest	200	13	527485.5	0	0.0	527485.5	0	0.0	472.5	19	0.18583724569640064	81.0	0	0.0	81.0	0	0.0
CassandraWriteRequest	200	14	566558.5	0	0.0	566558.5	0	0.0	507.5	20	0.19561815336463226	87.0	0	0.0	87.0	0	0.0
CassandraWriteRequest	200	15	605631.5	0	0.0	605631.5	0	0.0	542.5	23	0.2249608763693271	93.0	0	0.0	93.0	0	0.0
CassandraWriteRequest	200	16	644704.5	0	0.0	644704.5	0	0.0	577.5	17	0.16627543035993742	99.0	0	0.0	99.0	0	0.0
CassandraWriteRequest	200	17	683777.5	0	0.0	683777.5	0	0.0	612.5	7	0.06846635367762129	105.0	0	0.0	105.0	0	0.0
CassandraWriteRequest	200	18	722850.5	0	0.0	722850.5	0	0.0	647.5	4	0.03912363067292645	111.0	0	0.0	111.0	0	0.0
CassandraWriteRequest	200	19	761923.5	0	0.0	761923.5	0	0.0	682.5	3	0.029342723004694836	117.0	0	0.0	117.0	0	0.0
CassandraWriteRequest	200	20	800996.5	0	0.0	800996.5	0	0.0	717.5	6	0.05868544600938967	123.0	0	0.0	123.0	0	0.0
CassandraWriteRequest	200	21	840069.5	0	0.0	840069.5	0	0.0	752.5	2	0.019561815336463225	129.0	0	0.0	129.0	0	0.0
CassandraWriteRequest	200	22	879142.5	0	0.0	879142.5	0	0.0	787.5	2	0.019561815336463225	135.0	0	0.0	135.0	0	0.0
CassandraWriteRequest	200	23	918215.5	0	0.0	918215.5	0	0.0	822.5	0	0.0	141.0	0	0.0	141.0	0	0.0
CassandraWriteRequest	200	24	957288.5	0	0.0	957288.5	0	0.0	857.5	5	0.048904538341158064	147.0	0	0.0	147.0	0	0.0
CassandraWriteRequest	200	25	996361.5	0	0.0	996361.5	0	0.0	892.5	6	0.05868544600938967	153.0	0	0.0	153.0	0	0.0
CassandraWriteRequest	200	26	1035434.5	0	0.0	1035434.5	0	0.0	927.5	6	0.05868544600938967	159.0	0	0.0	159.0	0	0.0
CassandraWriteRequest	200	27	1074507.5	0	0.0	1074507.5	0	0.0	962.5	4	0.03912363067292645	165.0	0	0.0	165.0	0	0.0
CassandraWriteRequest	200	28	1113580.5	0	0.0	1113580.5	0	0.0	997.5	4	0.03912363067292645	171.0	0	0.0	171.0	0	0.0
CassandraWriteRequest	200	29	1152653.5	0	0.0	1152653.5	0	0.0	1032.5	5	0.048904538341158064	177.0	0	0.0	177.0	0	0.0
CassandraWriteRequest	200	30	1191726.5	0	0.0	1191726.5	0	0.0	1067.5	0	0.0	183.0	0	0.0	183.0	0	0.0
CassandraWriteRequest	200	31	1230799.5	0	0.0	1230799.5	0	0.0	1102.5	0	0.0	189.0	0	0.0	189.0	0	0.0
CassandraWriteRequest	200	32	1269872.5	0	0.0	1269872.5	0	0.0	1137.5	0	0.0	195.0	0	0.0	195.0	0	0.0
CassandraWriteRequest	200	33	1308945.5	0	0.0	1308945.5	0	0.0	1172.5	0	0.0	201.0	0	0.0	201.0	0	0.0
CassandraWriteRequest	200	34	1348018.5	0	0.0	1348018.5	0	0.0	1207.5	0	0.0	207.0	0	0.0	207.0	0	0.0
CassandraWriteRequest	200	35	1387091.5	0	0.0	1387091.5	0	0.0	1242.5	0	0.0	213.0	0	0.0	213.0	0	0.0
CassandraWriteRequest	200	36	1426164.5	0	0.0	1426164.5	0	0.0	1277.5	0	0.0	219.0	0	0.0	219.0	0	0.0
CassandraWriteRequest	200	37	1465237.5	0	0.0	1465237.5	0	0.0	1312.5	0	0.0	225.0	0	0.0	225.0	0	0.0
CassandraWriteRequest	200	38	1504310.5	0	0.0	1504310.5	0	0.0	1347.5	0	0.0	231.0	0	0.0	231.0	0	0.0
CassandraWriteRequest	200	39	1543383.5	0	0.0	1543383.5	0	0.0	1382.5	0	0.0	237.0	0	0.0	237.0	0	0.0
CassandraWriteRequest	200	40	1582456.5	0	0.0	1582456.5	0	0.0	1417.5	0	0.0	243.0	0	0.0	243.0	0	0.0
CassandraWriteRequest	200	41	1621529.5	0	0.0	1621529.5	0	0.0	1452.5	0	0.0	249.0	0	0.0	249.0	0	0.0
CassandraWriteRequest	200	42	1660602.5	0	0.0	1660602.5	0	0.0	1487.5	0	0.0	255.0	0	0.0	255.0	0	0.0
CassandraWriteRequest	200	43	1699675.5	0	0.0	1699675.5	0	0.0	1522.5	0	0.0	261.0	0	0.0	261.0	0	0.0
CassandraWriteRequest	200	44	1738748.5	0	0.0	1738748.5	0	0.0	1557.5	0	0.0	267.0	0	0.0	267.0	0	0.0
CassandraWriteRequest	200	45	1777821.5	0	0.0	1777821.5	0	0.0	1592.5	0	0.0	273.0	0	0.0	273.0	0	0.0
CassandraWriteRequest	200	46	1816894.5	0	0.0	1816894.5	0	0.0	1627.5	0	0.0	279.0	0	0.0	279.0	0	0.0
CassandraWriteRequest	200	47	1855967.5	0	0.0	1855967.5	0	0.0	1662.5	0	0.0	285.0	0	0.0	285.0	0	0.0
CassandraWriteRequest	200	48	1895040.5	0	0.0	1895040.5	0	0.0	1697.5	0	0.0	291.0	0	0.0	291.0	0	0.0
CassandraWriteRequest	200	49	1934113.5	0	0.0	1934113.5	0	0.0	1732.5	0	0.0	297.0	0	0.0	297.0	0	0.0
CassandraWriteRequest	200	50	1973186.5	0	0.0	1973186.5	0	0.0	1767.5	0	0.0	303.0	0	0.0	303.0	0	0.0
CassandraWriteRequest	200	51	2012259.5	0	0.0	2012259.5	0	0.0	1802.5	0	0.0	309.0	0	0.0	309.0	0	0.0
CassandraWriteRequest	200	52	2051332.5	0	0.0	2051332.5	0	0.0	1837.5	0	0.0	315.0	0	0.0	315.0	0	0.0
CassandraWriteRequest	200	53	2090405.5	0	0.0	2090405.5	0	0.0	1872.5	0	0.0	321.0	0	0.0	321.0	0	0.0
CassandraWriteRequest	200	54	2129478.5	0	0.0	2129478.5	0	0.0	1907.5	0	0.0	327.0	0	0.0	327.0	0	0.0
CassandraWriteRequest	200	55	2168551.5	0	0.0	2168551.5	0	0.0	1942.5	0	0.0	333.0	0	0.0	333.0	0	0.0
CassandraWriteRequest	200	56	2207624.5	0	0.0	2207624.5	0	0.0	1977.5	0	0.0	339.0	0	0.0	339.0	0	0.0
CassandraWriteRequest	200	57	2246697.5	0	0.0	2246697.5	0	0.0	2012.5	0	0.0	345.0	0	0.0	345.0	0	0.0
CassandraWriteRequest	200	58	2285770.5	0	0.0	2285770.5	0	0.0	2047.5	0	0.0	351.0	0	0.0	351.0	0	0.0
CassandraWriteRequest	200	59	2324843.5	0	0.0	2324843.5	0	0.0	2082.5	0	0.0	357.0	0	0.0	357.0	0	0.0
CassandraWriteRequest	200	60	2363916.5	0	0.0	2363916.5	0	0.0	2117.5	0	0.0	363.0	0	0.0	363.0	0	0.0
CassandraWriteRequest	200	61	2402989.5	0	0.0	2402989.5	0	0.0	2152.5	0	0.0	369.0	0	0.0	369.0	0	0.0
CassandraWriteRequest	200	62	2442062.5	0	0.0	2442062.5	0	0.0	2187.5	0	0.0	375.0	0	0.0	375.0	0	0.0
CassandraWriteRequest	200	63	2481135.5	0	0.0	2481135.5	0	0.0	2222.5	0	0.0	381.0	0	0.0	381.0	0	0.0
CassandraWriteRequest	200	64	2520208.5	0	0.0	2520208.5	0	0.0	2257.5	0	0.0	387.0	0	0.0	387.0	0	0.0
